,Predictions
214,27.424175
215,27.31804
216,27.203339
217,26.664948
218,26.275978
219,26.920515
220,27.301542
221,27.001898
222,27.505474
223,26.501528
224,27.105978
225,27.486595
226,27.309452
227,27.150362
228,26.97235
229,27.171097
230,28.282993
231,26.694946
232,26.643827
233,26.697426
234,26.570423
235,26.660147
236,26.703127
237,26.766113
238,26.485704
239,26.283882
240,26.369616
241,26.521465
242,26.888937
243,26.664505
244,27.034609
245,27.271963
246,27.610611
247,27.370642
248,27.539385
249,27.339336
250,27.362461
251,26.595474
252,26.875408
253,26.585712
254,26.274055
255,26.67569
256,26.677404
257,26.636478
258,26.691235
259,26.569971
260,26.797386
261,27.002024
262,27.208424
263,27.249058
264,27.094006
265,26.921614
266,26.9704
267,26.863873
268,26.703577
269,27.09123
270,27.14419
271,26.811102
272,26.805958
273,26.862837
274,27.037127
275,26.789595
276,27.078314
277,27.236765
278,26.213762
279,27.352215
280,27.311163
281,27.351883
282,27.370308
283,27.161219
284,27.179905
285,26.760899
286,26.75358
287,27.191553
288,27.172173
289,27.272343
290,27.464085
291,27.341888
292,27.324026
293,27.428045
294,27.589693
295,27.162855
296,27.425957
297,27.480036
298,27.640245
299,27.682615
300,27.539051
301,27.524603
302,27.493505
303,27.421656
304,28.22841
305,27.458742
306,27.437887
307,27.325914
308,27.28371
309,27.329206
310,27.684307
311,27.341469
312,27.479094
313,27.749725
314,27.728777
315,27.753462
316,27.78618
317,27.252443
318,27.722538
319,28.104307
320,27.864336
321,27.327934
322,27.634567
323,27.317049
324,27.408375
325,27.614275
326,27.961134
327,27.902666
328,27.707418
329,27.990946
330,27.864073
331,27.994686
332,28.084381
333,27.964767
334,27.91905
335,27.341932
336,27.212513
337,27.58261
338,28.099998
339,26.261702
340,27.4579
341,27.980076
342,27.294062
343,26.824091
344,27.749182
345,27.823309
346,27.447464
347,28.146143
348,28.125435
349,27.276413
350,27.904583
351,28.049095
352,28.192171
353,27.214262
354,27.427565
355,27.247501
356,28.368752
357,28.249155
358,27.585632
359,27.513083
360,27.06998
361,28.228285
362,28.50843
363,27.541471
364,27.515875
365,28.008522
366,27.990225
367,28.676254
368,29.39524
369,27.84462
370,28.667791
371,29.046133
372,27.708857
373,28.23691
374,27.766018
375,27.616398
376,28.476284
377,27.463713
378,28.332638
379,27.763763
380,27.719666
381,28.470547
382,28.752064
383,28.446388
384,28.337702
385,27.60754
386,27.959238
387,28.644703
388,27.83346
389,28.328691
390,28.975637
391,29.031666
392,29.22601
393,28.500473
394,28.922956
395,28.9409
396,28.446438
397,28.592297
398,28.60961
399,28.618967
400,28.716536
401,28.696146
402,28.594765
403,28.629955
404,28.670425
405,28.576298
406,28.35635
407,28.544565
408,28.64103
409,28.214424
410,28.128147
411,28.07709
412,27.936737
413,28.842182
414,28.687721
415,28.45046
416,28.653471
417,28.6964
418,28.68446
419,28.186472
420,28.495213
421,28.630875
422,28.66956
423,28.271723
424,28.22841
425,28.154013
426,29.116188
427,29.002707
428,28.931128
429,29.34534
430,29.25823
431,28.958569
432,29.283722
433,29.11327
434,28.56108
435,29.055166
436,29.400011
437,29.382847
438,29.034557
439,29.059109
440,28.869558
441,29.025978
442,29.1103
443,29.362217
444,29.137117
445,29.377146
446,29.55678
447,29.334198
448,29.500479
449,29.203156
450,28.122845
451,29.456678
452,29.526869
453,29.688131
454,29.449781
455,29.318895
456,29.114794
457,29.361574
458,29.429567
459,29.328382
460,28.777
461,29.330048
462,29.835928
463,29.54863
464,28.910173
465,29.766792
466,29.426168
467,29.087135
468,29.720297
469,29.945786
470,29.088612
471,29.183989
472,29.079977
473,29.19621
474,28.595985
475,29.467823
476,28.978891
477,28.466887
478,28.923178
479,28.928576
480,28.882145
481,29.146267
482,29.165781
483,29.157408
484,29.40092
485,29.556746
486,29.44205
487,29.441074
488,27.829353
489,27.918999
490,27.691504
491,27.5634
492,27.50346
493,27.699295
494,27.501772
495,27.659908
496,27.663055
497,27.528715
498,27.498966
499,27.669151
500,27.69753
501,27.572083
502,27.644588
503,27.811806
504,27.532629
505,27.459114
506,27.459114
507,27.557058
508,27.564232
509,27.684704
510,27.666414
511,27.74852
512,27.599918
513,27.681154
514,27.704987
515,27.835533
516,27.717964
517,27.76985
518,27.610394
519,27.697823
520,27.599308
521,27.805435
522,27.895084
523,27.965034
524,27.69452
525,27.7571
526,27.948795
527,27.85327
528,27.664017
529,27.696766
530,27.67994
531,27.55196
532,27.518187
533,27.825104
534,28.005632
535,27.858706
536,27.948023
537,27.925968
538,27.696766
539,27.527695
540,27.746515
541,27.761736
542,27.586575
543,27.610466
544,27.689432
545,27.664017
546,27.624723
547,27.963137
548,27.716791
549,27.741127
550,27.95058
551,27.949196
552,27.881739
553,27.948023
554,27.808456
555,27.845953
556,27.772175
557,28.055803
558,27.967014
559,28.031847
560,28.060022
561,28.34849
562,27.836525
563,28.205526
564,27.929634
565,28.213396
566,28.33746
567,28.376953
568,28.020096
569,27.858536
570,27.969553
571,27.942263
572,27.75726
573,27.657305
574,27.759748
575,27.859615
576,28.078062
577,27.63679
578,27.841944
579,26.263224
580,26.001698
581,26.234316
582,26.222544
583,26.012592
584,26.497387
585,26.613834
586,27.341373
587,27.588776
588,27.729824
589,27.398981
590,26.63451
591,26.981445
592,27.490667
593,27.09051
594,27.527332
595,27.179295
596,27.177639
597,27.073547
598,27.176142
599,27.379864
600,27.298338
601,27.339045
602,27.241755
603,27.263891
604,27.078484
605,27.631344
606,28.185694
607,28.328491
608,27.895708
609,26.646564
610,26.70256
611,27.104961
612,27.596802
613,27.094454
614,27.37592
615,27.184967
616,27.29472
617,27.42045
618,27.700777
619,27.511042
620,27.68622
621,27.632618
622,27.367643
623,27.303835
624,27.442923
625,27.163588
626,26.857412
627,27.434206
628,27.312653
629,27.18587
630,27.589083
631,27.60556
632,27.597176
633,27.495089
634,27.511528
635,27.568651
636,27.693378
637,27.50233
638,27.652094
639,27.569876
640,27.817945
641,27.988989
642,27.973118
643,27.92763
644,27.828428
645,27.833588
646,27.947659
647,27.637842
648,27.84717
649,28.094727
650,27.627356
651,27.7306
652,27.632195
653,27.647734
654,27.456112
655,27.871267
656,27.666504
657,28.003551
658,27.710358
659,27.441404
660,27.70441
661,27.74566
662,27.451183
663,27.380682
664,27.789473
665,27.60055
666,27.924994
667,27.639902
668,27.535505
669,27.30605
670,27.409334
671,27.62407
672,27.816586
673,27.7706
674,27.52975
675,27.582226
676,28.058882
677,27.6713
678,27.52742
679,27.672318
680,27.680403
681,27.480167
682,27.402998
683,27.706
684,27.768291
685,28.54337
686,28.141428
687,27.75569
688,27.792944
689,27.726013
690,27.633785
691,27.363605
692,27.92366
693,27.598457
694,27.91152
695,27.905329
696,27.807903
697,27.975039
698,27.886335
699,27.815397
700,27.812725
701,27.972233
702,28.053656
703,27.934652
704,27.956768
705,27.992525
706,27.984156
707,27.434181
708,27.874563
709,27.802046
710,27.84691
711,27.758081
712,27.726574
713,27.778759
714,27.930115
715,27.748375
716,28.100565
717,27.812838
718,27.805904
719,27.805439
720,27.643414
721,27.832455
722,27.79729
723,27.92121
724,27.975224
725,28.043076
726,28.06546
727,27.85773
728,27.67174
729,27.664143
730,27.383183
731,27.605736
732,27.714516
733,27.721968
734,27.821426
735,27.710043
736,27.900288
737,27.878315
738,27.84102
739,27.86167
740,28.23901
741,27.781235
742,27.936653
743,27.940023
744,28.201176
745,28.019241
746,27.935041
747,27.998905
748,27.749367
749,27.860264
750,27.972952
751,27.906456
752,27.90235
753,28.177797
754,28.161451
755,27.865705
756,28.064716
757,27.873762
758,27.815195
759,28.020523
760,27.541977
761,28.058882
762,27.313574
763,27.149782
764,27.851013
765,27.09896
766,27.226198
767,27.44634
768,27.250877
769,27.420378
770,27.506716
771,27.324167
772,27.247011
773,27.357088
774,27.286648
775,27.137472
776,26.785515
777,25.927347
778,26.474
779,27.161995
780,27.250269
781,27.415125
782,27.490171
783,27.33964
784,27.408077
785,27.211712
786,27.53918
787,27.66645
788,27.137033
789,27.34086
790,27.441261
791,27.359941
792,27.122343
793,27.36916
794,27.639313
795,27.431112
796,26.595757
797,27.09156
798,27.27294
799,27.693628
800,27.534307
801,27.408012
802,26.600538
803,26.03605
804,26.496462
805,26.769722
806,27.402435
807,26.305063
808,26.858532
809,27.367853
810,26.818491
811,26.436499
812,27.785624
813,27.898657
814,26.981123
815,27.809082
816,27.926252
817,27.885347
818,25.599161
819,26.725204
820,27.406685
821,27.158302
822,27.38001
823,26.812231
824,27.256994
825,27.075148
826,27.484167
827,27.796743
828,27.088236
829,27.526924
830,27.881073
831,27.431719
832,28.12857
833,27.849524
834,26.489311
835,25.888653
836,27.394861
837,27.684402
838,27.065348
839,27.559074
840,25.597149
841,26.983267
842,27.463715
843,27.215044
844,26.18014
845,26.607767
846,27.40973
847,25.5355
848,27.607061
849,27.513264
850,27.645267
851,27.552841
852,27.048218
853,26.729067
854,27.60001
855,26.900301
856,27.439583
857,27.438667
858,27.329538
859,26.365717
860,26.626188
861,26.939823
862,27.433203
863,27.15234
864,27.706593
865,27.96715
866,27.420424
867,26.861496
868,27.679993
869,27.771067
870,26.877642
871,27.340935
872,28.198036
873,28.354893
874,28.203888
875,27.1797
876,26.898651
877,26.343115
878,26.761938
879,26.542988
880,26.826616
881,27.937067
882,27.75012
883,27.957245
884,27.112684
885,27.856283
886,27.316198
887,28.1973
888,26.614319
889,27.726646
890,27.079641
891,27.182878
892,26.697903
893,26.730946
894,27.199034
895,26.520178
896,26.30401
897,25.351292
898,26.061518
899,26.697903
900,27.64234
901,27.682537
902,27.635347
903,27.848473
904,27.517372
905,27.079641
906,27.856283
907,27.199034
908,27.331457
909,27.567236
910,26.927513
911,27.293045
912,25.719063
913,27.635931
914,28.025478
915,26.27605
916,27.316198
917,26.826616
918,27.517372
919,27.215921
920,27.540846
921,28.507175
922,28.363134
923,28.18976
924,27.635347
925,28.169582
926,28.006313
927,27.567236
928,27.242733
929,26.756294
930,28.07906
931,28.324419
932,27.601877
933,27.812185
934,27.182878
935,27.739407
936,27.682537
937,27.391666
938,26.494856
939,27.386791
940,26.494856
941,27.865152
942,28.21213
943,27.836105
944,28.054008
945,27.831818
946,26.826616
947,26.614319
948,26.614319
949,27.31131
950,27.589643
951,28.006313
952,27.293045
953,27.079641
954,28.198036
955,26.542988
956,27.70601
957,27.517372
958,28.7859
959,28.270763
960,27.182878
961,27.739407
962,28.07906
963,28.058882
964,28.198818
965,28.266273
966,28.762074
967,28.889595
968,28.711754
969,29.035301
970,29.101292
971,28.723444
972,27.33212
973,28.727875
974,28.667622
975,28.577406
976,28.100452
977,27.204628
978,27.343893
979,27.309628
980,27.116686
981,27.311527
982,27.156647
983,26.791798
984,26.085207
985,25.866577
986,25.531235
987,25.290037
988,26.04096
989,26.28073
990,25.522121
991,25.296768
992,24.848309
993,24.159342
994,23.968203
995,23.91463
996,23.664917
997,23.374363
998,22.64637
999,22.746119
1000,22.530512
1001,23.175392
1002,23.50175
1003,23.657715
1004,23.703796
1005,23.651512
1006,23.620466
1007,23.422747
1008,24.882895
1009,24.803473
1010,24.82488
1011,25.38828
1012,24.969416
1013,24.708628
1014,24.878193
1015,25.197054
1016,25.307405
1017,25.28555
1018,25.360054
1019,25.070219
1020,25.163898
1021,25.066832
1022,25.17689
1023,24.95308
1024,24.912357
1025,24.810225
1026,24.660133
1027,24.708223
1028,24.834051
1029,24.783758
1030,25.07311
1031,25.286667
1032,25.45426
1033,25.514769
1034,25.582684
1035,25.601856
1036,25.648232
1037,25.49544
1038,25.441086
1039,25.4147
1040,25.364674
1041,25.394426
1042,25.224066
1043,25.158325
1044,25.352537
1045,25.28294
1046,25.567667
1047,25.629404
1048,25.591757
1049,25.562355
1050,25.615406
1051,25.457945
1052,25.54698
1053,25.543047
1054,25.408096
1055,25.441137
1056,25.458433
1057,25.473192
1058,25.321878
1059,25.508833
1060,25.488085
1061,25.544287
1062,25.51047
1063,25.754908
1064,25.547316
1065,25.723858
1066,25.70616
1067,25.739836
1068,25.905096
1069,25.827955
1070,25.843832
1071,25.702366
1072,25.55985
1073,25.742369
1074,26.137318
1075,26.341078
1076,26.633043
1077,26.769024
1078,26.342054
1079,26.318884
1080,26.220814
1081,26.657333
1082,26.889942
1083,26.785645
1084,26.718998
1085,26.744593
1086,26.306026
1087,26.476126
1088,26.600718
1089,26.795408
1090,27.212952
1091,27.230885
1092,27.264074
1093,27.04003
1094,26.818733
1095,26.86357
1096,26.706804
1097,26.842972
1098,26.977169
1099,26.813694
1100,26.598555
1101,26.565983
1102,26.639242
1103,26.940004
1104,27.127401
1105,27.113516
1106,27.129166
1107,27.244059
1108,27.269468
1109,27.006638
1110,27.09005
1111,27.349646
1112,27.108994
1113,27.346397
1114,27.431526
1115,27.522264
1116,27.635918
1117,27.736904
1118,27.983767
1119,28.102488
1120,27.418154
1121,27.279215
1122,27.799213
1123,27.819105
1124,27.7412
1125,28.027426
1126,28.175882
1127,27.944748
1128,28.103691
1129,28.164549
1130,28.00229
1131,27.916718
1132,28.036987
1133,28.179482
1134,28.047018
1135,28.273378
1136,28.564617
1137,28.386808
1138,28.419971
1139,27.713104
1140,28.006718
1141,27.97581
1142,26.905449
1143,27.870005
1144,28.105036
1145,27.856241
1146,27.886559
1147,28.49213
1148,28.332684
1149,28.309147
1150,28.538185
1151,28.138975
1152,28.257875
1153,28.429422
1154,28.58458
1155,28.468708
1156,28.27886
1157,28.685823
1158,28.88759
1159,28.875685
1160,28.90842
1161,29.251368
1162,28.852465
1163,29.688295
1164,29.461952
1165,28.910486
1166,29.202856
1167,28.960241
1168,28.917488
1169,29.199944
1170,29.071947
1171,29.384403
1172,29.688528
1173,30.1433
1174,29.497593
1175,29.424397
1176,29.858675
1177,29.600655
1178,29.66106
1179,29.715908
1180,29.089306
1181,29.08676
1182,28.506332
1183,28.875666
1184,29.176155
1185,28.515093
1186,29.119179
1187,28.803938
1188,29.453926
1189,29.730461
1190,29.69986
1191,29.452795
1192,28.736156
1193,28.240335
1194,29.693954
1195,29.843748
1196,28.923344
1197,27.445158
1198,28.140053
1199,30.080654
1200,30.852488
1201,30.543993
1202,30.39126
1203,30.463406
1204,30.484463
1205,30.221643
1206,30.256197
1207,29.854532
1208,30.495335
1209,30.310543
1210,30.487394
1211,30.560999
1212,30.337835
1213,30.045713
1214,30.073273
1215,29.648888
1216,29.474724
1217,29.382195
1218,29.72104
1219,29.411634
1220,29.324183
1221,29.558487
1222,29.3422
1223,29.005955
1224,30.027788
1225,30.037075
1226,30.089502
1227,29.704803
1228,29.375313
1229,29.35024
1230,29.569921
1231,28.463076
1232,29.595009
1233,29.04895
1234,29.046623
1235,29.380402
1236,29.546247
1237,28.67409
1238,29.64096
1239,29.755424
1240,29.23654
1241,29.138727
1242,29.305714
1243,29.843245
1244,29.221573
1245,29.78992
1246,29.815893
1247,29.945408
1248,29.773434
1249,29.627075
1250,29.930977
1251,29.988768
1252,29.618498
1253,29.199133
1254,29.980755
1255,30.073727
1256,29.44961
1257,29.462364
1258,29.488625
1259,29.360249
1260,29.286848
1261,28.8517
1262,29.40888
1263,28.618345
1264,28.539474
1265,29.5171
1266,29.196716
1267,30.071983
1268,29.068272
1269,29.341843
1270,29.869394
1271,29.816746
1272,29.945042
1273,29.609888
1274,30.067345
1275,29.13722
1276,27.958626
1277,28.526947
1278,29.160482
1279,29.32759
1280,29.705284
1281,30.19932
1282,30.13504
1283,30.233286
1284,30.064081
1285,29.737442
1286,30.265516
1287,30.01815
1288,29.89411
1289,30.120113
1290,30.072758
1291,30.014727
1292,30.014727
1293,30.06868
1294,28.434313
1295,30.103928
1296,29.261307
1297,28.76291
1298,29.906168
1299,29.89108
1300,28.477398
1301,28.267862
1302,28.273596
1303,28.311497
1304,28.677124
1305,28.612434
1306,28.854378
1307,28.584358
1308,27.930094
1309,28.259624
1310,27.587143
1311,28.605854
1312,28.515497
1313,29.011232
1314,29.09263
1315,29.143293
1316,28.822994
1317,28.789234
1318,28.405684
1319,28.955791
1320,29.117718
1321,28.907429
1322,27.502018
1323,28.63475
1324,28.339302
1325,28.733849
1326,29.131685
1327,28.619411
1328,28.611198
1329,28.899525
1330,28.100538
1331,28.813267
1332,28.905113
1333,28.89457
1334,28.274921
1335,28.598152
1336,29.196608
1337,28.96874
1338,28.801718
1339,27.923925
1340,28.609497
1341,28.509678
1342,28.968801
1343,28.748966
1344,28.914877
1345,27.35955
1346,28.501448
1347,28.807817
1348,29.213305
1349,28.366026
1350,27.750422
1351,29.005594
1352,28.914335
1353,28.95237
1354,28.388805
1355,28.569065
1356,29.019213
1357,28.62435
1358,28.206686
1359,28.051447
1360,28.982931
1361,28.096632
1362,28.660635
1363,28.585873
1364,28.193233
1365,28.894714
1366,28.694958
1367,28.955954
1368,28.65796
1369,27.96497
1370,28.503975
1371,28.421633
1372,28.287518
1373,28.291574
1374,28.446587
1375,28.53734
1376,28.78906
1377,28.998945
1378,27.923388
1379,28.270823
1380,28.105345
1381,28.285133
1382,29.002129
1383,28.392403
1384,27.682001
1385,28.20002
1386,28.128258
1387,28.53827
1388,27.78334
1389,28.550274
1390,28.303583
1391,28.26834
1392,27.521912
1393,28.985388
1394,28.227777
1395,27.555971
1396,28.466019
1397,29.094158
1398,28.74054
1399,28.50109
1400,28.551893
1401,28.642057
1402,28.343271
1403,28.305021
1404,27.691496
1405,28.598991
1406,28.956676
1407,27.337622
1408,28.846483
1409,28.605656
1410,28.71
1411,28.409435
1412,28.312546
1413,28.426882
1414,28.38428
1415,27.949636
1416,28.580782
1417,28.583757
1418,28.648703
1419,27.912277
1420,28.386757
1421,28.166338
1422,28.223154
1423,28.141163
1424,28.358994
1425,28.12278
1426,28.30063
1427,28.494099
1428,28.37037
1429,28.134542
1430,28.287647
1431,28.395374
1432,28.31748
1433,27.769215
1434,28.202795
1435,28.511501
1436,28.197796
1437,27.810617
1438,28.208174
1439,27.814968
1440,28.22412
1441,28.100657
1442,28.204355
1443,28.500452
1444,27.791328
1445,28.185892
1446,28.502958
1447,28.531515
1448,28.58058
1449,27.854506
1450,27.301826
1451,27.967724
1452,28.253155
1453,27.521952
1454,28.01685
1455,27.890835
1456,27.510675
1457,28.158642
1458,28.325918
1459,28.433752
1460,28.450302
1461,28.44611
1462,28.386566
1463,28.211412
1464,28.006838
1465,28.037434
1466,28.014654
1467,28.196234
1468,28.11779
1469,27.526007
1470,28.261415
1471,28.504248
1472,28.01356
1473,27.459192
1474,28.074078
1475,27.920044
1476,27.717115
1477,27.723757
1478,27.42792
1479,27.717916
1480,28.14067
1481,28.526043
1482,28.37076
1483,28.190378
1484,28.191315
1485,28.35246
1486,28.289587
1487,28.446798
1488,28.575214
1489,28.644476
1490,28.362486
1491,28.266764
1492,28.522223
1493,28.346472
1494,28.611628
1495,28.56103
1496,29.075443
1497,29.15681
1498,28.763903
1499,28.799889
1500,28.859512
1501,28.164043
1502,28.23668
1503,28.049541
1504,28.607431
1505,29.110584
1506,27.471378
1507,28.633764
1508,28.886225
1509,28.694725
1510,28.277357
1511,28.33921
1512,27.886126
1513,27.838432
1514,27.396338
1515,28.159475
1516,27.597761
1517,27.388271
1518,26.660227
1519,26.24066
1520,26.706028
1521,25.812366
1522,25.420517
1523,25.0276
1524,24.951561
1525,24.2955
1526,24.015488
1527,24.478386
1528,24.423822
1529,24.25232
1530,23.995407
1531,23.810755
1532,23.737883
1533,29.196308
1534,29.522898
1535,29.782133
1536,29.852457
1537,29.930052
1538,29.9295
1539,29.77167
1540,29.87253
1541,29.568155
1542,29.498453
1543,29.371912
1544,29.437912
1545,29.711012
1546,29.552088
1547,29.519232
1548,29.752678
1549,29.532846
1550,29.866478
1551,29.404707
1552,29.507751
1553,29.82731
1554,29.883507
1555,29.89324
1556,30.034725
1557,30.131025
1558,29.785381
1559,29.246777
1560,29.665302
1561,29.824877
1562,29.824053
1563,29.764431
1564,29.270742
1565,29.404587
1566,29.436813
1567,29.82528
1568,29.714352
1569,29.899523
1570,29.417711
1571,29.916477
1572,29.42393
1573,29.36991
1574,29.752678
1575,29.12618
1576,29.499523
1577,29.818346
1578,29.847364
1579,29.305143
1580,29.314362
1581,29.377127
1582,29.154531
1583,29.416763
1584,29.507217
1585,29.801413
1586,29.589598
1587,29.307924
1588,29.318008
1589,29.307505
1590,29.308475
1591,29.355646
1592,29.369074
1593,29.340307
1594,29.576414
1595,29.690626
1596,29.580563
1597,29.743488
1598,29.504412
1599,29.504412
1600,29.519062
1601,29.64552
1602,29.51672
1603,29.51672
1604,29.571886
1605,29.497267
1606,29.42956
1607,29.568539
1608,29.528982
1609,29.576248
1610,29.509272
1611,29.50477
1612,29.520014
1613,29.513885
1614,29.49988
1615,29.547503
1616,29.482716
1617,29.482876
1618,29.573956
1619,29.586617
1620,29.578163
1621,29.635128
1622,29.541666
1623,29.651045
1624,29.752174
1625,29.74234
1626,29.744476
1627,29.148989
1628,29.57596
1629,29.205416
1630,29.135408
1631,29.160036
1632,29.575981
1633,29.455326
1634,28.721651
1635,29.533022
1636,29.63042
1637,29.305143
1638,29.305143
1639,29.305143
1640,29.305143
1641,29.305143
1642,29.305143
1643,29.305143
1644,29.305143
1645,29.305143
1646,29.305143
1647,29.305143
1648,29.305143
1649,29.305143
1650,29.305143
1651,29.305143
1652,29.305143
1653,29.314362
1654,29.305143
1655,29.305143
1656,29.281687
1657,29.305143
1658,29.305143
1659,29.305143
1660,29.305143
1661,29.305143
1662,29.305143
1663,29.305143
1664,29.314362
1665,29.305143
1666,29.305143
1667,29.305143
1668,29.305143
1669,29.305143
1670,29.314362
1671,29.305143
1672,29.305143
1673,29.314362
1674,29.314362
1675,29.305143
1676,29.305143
1677,29.305143
1678,29.305143
1679,29.305143
1680,29.305143
1681,29.314362
1682,29.305143
1683,29.314362
1684,29.305143
1685,29.305143
1686,29.305143
1687,29.305143
1688,29.305143
1689,29.305143
1690,29.314362
1691,29.305143
1692,29.305143
1693,29.305143
1694,29.305143
1695,29.305143
1696,29.305143
1697,29.305143
1698,29.305143
1699,29.305143
1700,29.305143
1701,29.314362
1702,29.314362
1703,29.305143
1704,29.305143
1705,29.314362
1706,29.305143
1707,29.314362
1708,29.314362
1709,29.314362
1710,29.305143
1711,29.305143
1712,29.305143
1713,29.305143
1714,29.305143
1715,29.305143
1716,29.305143
1717,29.305143
1718,29.305143
1719,29.305143
1720,29.305143
1721,29.305143
1722,29.305143
1723,29.305143
1724,29.305143
1725,29.305143
1726,29.305143
1727,29.305143
1728,29.305143
1729,29.305143
1730,29.305143
1731,29.305143
1732,29.305143
1733,29.305143
1734,29.305143
1735,29.305143
1736,29.305143
1737,29.314362
1738,29.305143
1739,29.305143
1740,29.305143
1741,29.314362
1742,29.305143
1743,29.314362
1744,29.314362
1745,29.314362
1746,29.305143
1747,29.305143
1748,29.305143
1749,29.305143
1750,29.305143
1751,29.305143
1752,29.305143
1753,29.314362
1754,29.305143
1755,29.314362
1756,29.314362
1757,29.314362
1758,29.305143
1759,29.314362
1760,29.305143
1761,29.305143
1762,29.305143
1763,29.314362
1764,29.613735
1765,29.667313
1766,29.621017
1767,29.573
1768,29.572878
1769,29.631908
1770,29.616806
1771,29.634363
1772,29.621746
1773,29.576141
1774,29.641386
1775,29.61128
1776,29.621922
1777,29.573244
1778,29.608889
1779,29.535585
1780,29.568157
1781,29.515333
1782,29.647379
1783,29.63167
1784,29.420902
1785,29.544556
1786,29.489477
1787,29.547386
1788,29.494566
1789,29.466492
1790,29.264948
1791,29.020931
1792,29.535826
1793,29.206987
1794,29.246784
1795,29.479832
1796,29.477184
1797,29.805296
1798,29.742739
1799,29.812555
1800,29.819538
1801,29.804827
1802,29.779507
1803,29.634027
1804,29.704342
1805,29.661274
1806,29.685343
1807,29.670105
1808,29.701221
1809,29.675554
1810,29.693125
1811,29.746853
1812,29.658934
1813,29.839592
1814,29.711683
1815,29.701029
1816,29.767567
1817,29.482801
1818,29.86744
1819,29.05678
1820,29.155354
1821,29.593029
1822,29.574121
1823,29.528097
1824,29.516277
1825,29.544104
1826,29.494728
1827,29.21545
1828,29.519655
1829,29.57691
1830,29.567104
1831,29.502275
1832,28.872541
1833,29.439526
1834,29.499748
1835,29.534857
1836,29.010765
1837,29.272617
1838,29.519655
1839,29.574375
1840,29.621716
1841,29.823599
1842,30.165833
1843,29.94848
1844,29.828983
1845,29.669333
1846,29.789692
1847,29.71326
1848,29.669634
1849,29.547157
1850,29.679321
1851,29.55582
1852,29.505745
1853,29.035934
1854,29.490128
1855,29.080286
1856,29.478153
1857,29.531815
1858,29.55037
1859,29.516272
1860,28.716772
1861,29.03495
1862,29.419632
1863,29.48334
1864,29.631075
1865,29.535381
1866,29.65111
1867,29.640514
1868,29.65068
1869,29.561136
1870,29.77196
1871,29.86695
1872,29.775234
1873,29.75046
