,Predictions
324,29.268917
325,26.329943
326,28.907969
327,27.97935
328,29.331186
329,24.886013
330,27.27749
331,29.213015
332,27.296772
333,25.07831
334,29.00154
335,23.92898
336,29.589882
337,29.299328
338,26.616243
339,29.218245
340,26.3715
341,30.029737
342,28.780516
343,21.921698
344,28.568401
345,20.720583
346,23.759445
347,28.351
348,27.149698
349,22.319107
350,28.088251
351,27.180742
352,29.257412
353,29.294823
354,29.398718
355,29.387646
356,28.31472
357,26.65062
358,27.622774
359,28.371344
360,26.937775
361,29.402561
362,27.270868
363,26.769728
364,29.377565
365,27.80901
366,29.368734
367,28.066269
368,26.520037
369,29.218788
370,29.943876
371,29.756586
372,27.608788
373,29.142857
374,29.871765
375,26.859243
376,25.243984
377,27.781586
378,27.576181
379,29.191437
380,29.55485
381,22.253218
382,29.31421
383,26.24703
384,27.044367
385,28.98284
386,29.573488
387,26.472553
388,22.68759
389,29.093952
390,30.059639
391,26.731285
392,26.93702
393,28.343258
394,29.59682
395,29.116558
396,27.722675
397,30.02265
398,23.738464
399,28.91567
400,28.750933
401,26.769258
402,29.921553
403,27.912865
404,26.998074
405,28.842922
406,29.576553
407,30.068783
408,24.579657
409,28.465284
410,27.321692
411,28.972452
412,29.565441
413,23.9546
414,26.301975
415,29.720634
416,24.92454
417,28.350222
418,27.255644
419,25.288185
420,25.320517
421,24.833803
422,26.134413
423,27.750946
424,22.082258
425,23.838171
426,28.67724
427,25.0227
428,29.654535
429,29.011042
430,27.64988
431,25.21084
432,29.359516
433,29.440392
434,28.225332
435,29.163599
436,27.616648
437,29.304485
438,19.847467
439,28.322384
440,27.735628
441,23.903463
442,29.093868
443,27.297785
444,28.591284
445,29.145922
446,25.540352
447,22.504774
448,26.620348
449,29.167276
450,29.177942
451,28.378792
452,29.55198
453,27.328936
454,23.941692
455,28.36979
456,27.639061
457,25.76447
458,28.022001
459,27.065372
460,28.905117
461,26.762325
462,29.816301
463,26.461708
464,29.226782
465,25.931103
466,24.325405
467,25.864073
468,22.36753
469,27.849173
470,27.270937
471,28.037548
472,28.56089
473,25.131414
474,25.692131
475,30.051174
476,29.285059
477,27.2455
478,24.934784
479,28.678247
480,29.35792
481,29.866146
482,29.25715
483,29.334461
484,26.938103
485,26.403706
486,23.84887
487,29.17343
488,27.656199
489,29.802753
490,29.76071
491,29.045425
492,21.929426
493,28.05479
494,25.964918
495,27.021915
496,29.515741
497,28.894384
498,29.305563
499,28.800837
500,27.595524
501,28.35847
502,28.58263
503,27.759298
504,27.912006
505,26.929424
506,27.976673
507,27.986734
508,28.05151
509,29.638186
510,29.251493
511,28.718288
512,23.066732
513,29.098047
514,27.366539
515,29.071712
516,27.450508
517,28.739513
518,29.395945
519,29.255295
520,21.366
521,24.560894
522,28.953825
523,27.70585
524,28.23041
525,27.998346
526,27.299124
527,29.801682
528,25.70542
529,21.959751
530,29.285902
531,29.977608
532,25.504822
533,28.552382
534,27.615519
535,28.887913
536,27.206087
537,23.892826
538,28.776073
539,24.81058
540,24.6322
541,28.960783
542,27.55869
543,29.096746
544,30.049484
545,24.318851
546,26.015984
547,28.467562
548,27.160534
549,29.970732
550,28.480444
551,25.68856
552,29.113068
553,29.432035
554,27.452955
555,27.840342
556,27.251202
557,28.842836
558,22.357113
559,27.643284
560,29.405594
561,28.414265
562,28.407461
563,29.643816
564,21.284409
565,28.893892
566,28.434704
567,26.42578
568,25.992756
569,29.394884
570,23.866846
571,29.1853
572,29.547392
573,29.293383
574,29.319216
575,29.736835
576,29.932037
577,29.696417
578,29.094496
579,29.025644
580,29.815971
581,28.618578
582,26.781454
583,27.172491
584,29.074955
585,28.227549
586,27.149921
587,27.934664
588,26.56376
589,27.064192
590,28.009897
591,27.717545
592,28.966797
593,28.075438
594,26.969778
595,29.340298
596,23.952238
597,26.187479
598,28.08829
599,26.222265
600,28.763258
601,28.44035
602,28.450903
603,23.903957
604,27.945578
605,22.437233
606,21.261013
607,29.436066
608,26.91979
609,28.343988
610,28.691301
611,29.367897
612,28.24388
613,28.22067
614,28.698067
615,29.522385
616,28.897285
617,27.492634
618,28.590694
619,29.27535
620,27.301992
621,27.686443
622,28.301119
623,22.242159
624,25.959734
625,28.915396
626,29.477386
627,29.18746
628,29.725832
629,28.428102
630,28.717072
631,26.371155
632,28.478981
633,24.474466
634,21.443933
635,27.729214
636,28.411297
637,29.795444
638,29.031675
639,29.739431
640,19.367033
641,26.810923
642,29.457146
643,28.862942
644,28.84613
645,23.4713
646,24.86313
647,29.581144
648,26.56824
649,26.411823
650,28.59592
651,26.894617
652,28.582546
653,29.485868
654,26.955923
655,26.999134
656,25.847324
657,26.730312
658,29.777035
659,25.925892
660,28.218922
661,26.950724
662,29.278103
663,20.81162
664,29.586977
665,29.086458
666,26.267141
667,25.397058
668,26.167175
669,26.074377
670,26.683182
671,21.34196
672,29.61005
673,28.598995
674,29.239346
675,25.272316
676,24.771383
677,27.50308
678,29.356003
679,30.179445
680,27.040794
681,21.886871
682,26.93598
683,25.155401
684,25.955856
685,27.707182
686,28.768673
687,27.676367
688,25.038649
689,27.72614
690,25.567926
691,23.196121
692,29.625181
693,28.901562
694,27.333717
695,26.862514
696,27.708084
697,27.860966
698,28.012266
699,27.589025
700,26.772766
701,23.780233
702,22.120056
703,25.731884
704,23.031488
705,28.938679
706,29.135681
707,30.107386
708,29.216278
709,25.495413
710,27.845062
711,23.761547
712,28.787626
713,30.20584
714,27.669603
715,27.64651
716,28.2706
717,29.420706
718,29.251425
719,27.383991
720,29.471357
721,26.015438
722,29.64665
723,29.847551
724,24.192726
725,28.12742
726,25.07641
727,29.538128
728,23.737698
729,29.204926
730,28.452732
731,28.502977
732,28.854761
733,28.908712
734,21.313007
735,29.337378
736,25.217188
737,21.996643
738,28.44123
739,29.099562
740,29.237709
741,25.787308
742,28.684555
743,29.483192
744,29.212242
745,27.507826
746,28.933308
747,28.98283
748,29.069946
749,26.931871
750,24.797966
751,30.24127
752,27.29319
753,27.270895
754,26.470024
755,27.912857
756,29.656075
757,25.13994
758,28.769531
759,28.084574
760,28.4763
761,28.828604
762,21.959234
763,29.853752
764,28.956514
765,27.115261
766,24.4465
767,27.394196
768,29.763828
769,25.449995
770,26.597752
771,27.864819
772,26.925976
773,27.68764
774,29.410639
775,28.194418
776,30.216005
777,29.414082
778,23.959072
779,29.630693
780,22.895872
781,29.42968
782,29.897001
783,28.01812
784,26.849833
785,27.937464
786,25.019798
787,28.252888
788,26.840883
789,29.853296
790,25.237164
791,26.293625
792,28.584835
793,27.417889
794,30.189396
795,27.556782
796,22.762482
797,27.5357
798,24.062103
799,25.170193
800,27.593098
801,26.106867
802,29.234688
803,25.48884
804,29.037323
805,26.90296
806,24.317122
807,25.048761
808,28.657366
809,26.95914
810,23.612572
811,28.707996
812,30.32295
813,27.724857
814,27.438368
815,28.438728
816,28.341696
817,23.514128
818,27.604668
819,29.424355
820,29.493689
821,25.309425
822,29.401796
823,25.97565
824,27.48979
825,28.3269
826,28.987038
827,26.316042
828,23.57703
829,29.00008
830,24.358162
831,29.390158
832,27.838419
833,28.06366
834,27.0261
835,28.550547
836,26.76102
837,22.13214
838,28.046152
839,28.383707
840,25.945425
841,27.87824
842,28.890999
843,29.096954
844,29.265009
845,27.208803
846,28.57959
847,26.902555
848,28.94582
849,28.080523
850,24.270947
851,27.48466
852,26.455175
853,29.025919
854,26.984955
855,29.456034
856,29.751022
857,29.229622
858,29.59964
859,28.513134
860,28.721542
861,24.67583
862,28.772942
863,28.704687
864,29.489944
865,29.514915
866,24.101873
867,27.942022
868,26.734457
869,28.853462
870,29.215702
871,28.18086
872,28.943668
873,27.791208
874,29.177942
875,29.114733
876,27.447323
877,29.400978
878,28.70162
879,29.5014
880,28.191515
881,26.832048
882,27.323433
883,26.23878
884,29.98613
885,29.565924
886,29.44065
887,28.305899
888,30.411482
889,29.231585
890,27.160788
891,29.804737
892,29.381878
893,28.965355
894,27.207184
895,26.561735
896,27.11175
897,25.946066
898,28.947697
899,25.078966
900,26.014051
901,23.907772
902,29.446178
903,27.012796
904,30.075754
905,27.752031
906,25.91453
907,29.110144
908,23.302444
909,29.512846
910,25.403389
911,29.035872
912,28.589045
913,29.172619
914,29.650383
915,27.280575
916,29.662899
917,28.161495
918,26.234472
919,27.093952
920,28.339548
921,28.026834
922,29.286934
923,26.339415
924,28.433676
925,25.143953
926,26.90716
927,30.492954
928,28.22421
929,26.250238
930,29.761305
931,29.074556
932,28.190395
933,28.652475
934,23.986986
935,29.350096
936,29.44007
937,29.754768
938,26.048645
939,29.489998
940,28.195639
941,26.612484
942,29.773039
943,28.307764
944,26.146517
945,25.483044
946,28.548193
947,27.227486
948,26.733152
949,29.87044
950,27.708302
951,28.651943
952,29.749474
953,27.69223
954,29.164656
955,27.005508
956,26.738575
957,21.494682
958,29.37728
959,27.707243
960,29.227777
961,28.674753
962,28.98303
963,29.45197
964,28.408833
965,26.569921
966,27.027658
967,28.456968
968,28.19106
969,28.476763
970,29.442354
971,27.22866
972,27.648596
973,26.67526
974,29.256813
975,28.987707
976,28.284561
977,27.229567
978,25.39887
979,28.509308
980,30.013906
981,25.980536
982,29.303846
983,27.42086
984,27.923502
985,27.031908
986,28.023666
987,29.699648
988,28.967955
989,29.067219
990,29.028234
991,28.90134
992,27.210243
993,20.139593
994,27.007128
995,26.073132
996,26.305044
997,25.505993
998,27.054216
999,25.619656
1000,28.55291
1001,28.659094
1002,29.08861
1003,23.970695
1004,29.792234
1005,29.589813
1006,26.255323
1007,26.188557
1008,26.83491
1009,29.583591
1010,27.990337
1011,27.638966
1012,26.248447
1013,29.047232
1014,29.29562
1015,29.297457
1016,27.023441
1017,29.328821
1018,28.65019
1019,28.554295
1020,29.028429
1021,25.181759
1022,27.012796
1023,28.33421
1024,29.354473
1025,25.589102
1026,27.429777
1027,28.844587
1028,27.13712
1029,24.354393
1030,28.084232
1031,29.856339
1032,28.392776
1033,27.766943
1034,29.148758
1035,28.834187
1036,28.8812
1037,29.683859
1038,29.32753
1039,29.354053
1040,27.963896
1041,28.718142
1042,28.49962
1043,28.915052
1044,29.523232
1045,28.174105
1046,29.49572
1047,26.135372
1048,29.225243
1049,29.547535
1050,28.992414
1051,26.520506
1052,26.78329
1053,29.307137
1054,28.906029
1055,29.534843
1056,29.389006
1057,27.661314
1058,22.33567
1059,28.255316
1060,29.452662
1061,29.260715
1062,27.274403
1063,29.115757
1064,28.828949
1065,29.458508
1066,27.94166
1067,28.95874
1068,29.366508
1069,29.206425
1070,28.141706
1071,29.974144
1072,29.451103
1073,27.625362
1074,30.524252
1075,25.373287
1076,27.219032
1077,27.57978
1078,29.542402
1079,26.780169
1080,23.023062
1081,28.069292
1082,26.81765
1083,29.179878
1084,28.434597
1085,26.109356
1086,29.184736
1087,28.014612
1088,27.54419
1089,29.802013
1090,26.505405
1091,28.05479
1092,29.446205
1093,27.701519
1094,26.28386
1095,28.930786
1096,27.420351
1097,29.536276
1098,28.581318
1099,27.622534
1100,28.812733
1101,30.208614
1102,26.943022
1103,23.227417
1104,24.69573
1105,28.084192
1106,25.912989
1107,27.320507
1108,26.340841
1109,27.68867
1110,29.527807
1111,27.168203
1112,25.180698
1113,29.60363
1114,26.604006
1115,26.46773
1116,29.088846
1117,28.392958
1118,29.304384
1119,28.182747
1120,26.485502
1121,29.64363
1122,27.977514
1123,26.58721
1124,28.728933
1125,28.05793
1126,25.57378
1127,24.507277
1128,28.188726
1129,27.798843
1130,25.615725
1131,28.249292
1132,29.16175
1133,28.483088
1134,29.293154
1135,29.645102
1136,28.94796
1137,24.072794
1138,27.549082
1139,24.837185
1140,19.805208
1141,26.641056
1142,28.8156
1143,29.181934
1144,23.56349
1145,19.833178
1146,27.527971
1147,29.035872
1148,29.496508
1149,29.595314
1150,27.320719
1151,29.15054
1152,28.66175
1153,29.164503
1154,25.399103
1155,21.381063
1156,27.706669
1157,24.923803
1158,27.45069
1159,29.532522
1160,26.965498
1161,28.867174
1162,29.431343
1163,27.293043
1164,23.898293
1165,28.801525
1166,26.82891
1167,25.993122
1168,26.53676
1169,28.73178
1170,28.655848
1171,26.130257
1172,26.904715
1173,29.508595
1174,26.541418
1175,27.123114
1176,28.1548
1177,26.805492
1178,23.656612
1179,27.040768
1180,29.662317
1181,26.185099
1182,28.940994
1183,26.757063
1184,28.34831
1185,29.25823
1186,28.99163
1187,29.28169
1188,30.029316
1189,27.875757
1190,24.724163
1191,24.154806
1192,29.133566
1193,29.184755
1194,29.058825
1195,26.982798
1196,26.982098
1197,29.373665
1198,27.991177
1199,28.733624
1200,28.829641
1201,24.752018
1202,29.186434
1203,29.351278
1204,26.18888
1205,28.895226
1206,26.31971
1207,23.699768
1208,28.156853
1209,25.88978
1210,28.8546
1211,19.76015
1212,26.402437
1213,27.011173
1214,28.83687
1215,28.652744
1216,26.679293
1217,23.648388
1218,29.229979
1219,29.784271
1220,29.539066
1221,22.256605
1222,26.638077
1223,27.348444
1224,29.230534
1225,24.709305
1226,29.389055
1227,29.847141
1228,26.83026
1229,28.960783
1230,28.973532
1231,26.957382
1232,26.3023
1233,25.124414
1234,27.320688
1235,26.965496
1236,26.78797
1237,24.360975
1238,29.581575
1239,29.62779
1240,27.799717
1241,30.15875
1242,29.86381
1243,25.61417
1244,28.906145
1245,24.108849
1246,24.87738
1247,28.899647
1248,29.380527
1249,28.595291
1250,27.351425
1251,29.441813
1252,29.385405
1253,25.212965
1254,29.041782
1255,29.222153
1256,29.45573
1257,27.656103
1258,28.745523
1259,29.323833
1260,27.795506
1261,28.83491
1262,29.430529
1263,29.512491
1264,25.853636
1265,29.177752
1266,26.119371
1267,28.341713
1268,27.983454
1269,27.23332
1270,29.963175
1271,28.736324
1272,27.377964
1273,29.10292
1274,30.322994
1275,29.804672
1276,29.798252
1277,26.673986
1278,28.950077
1279,29.190056
1280,21.388731
1281,28.196932
1282,28.746387
1283,25.617052
1284,29.17553
1285,28.589594
1286,29.542233
1287,25.745096
1288,26.902325
1289,29.579124
1290,29.029966
1291,27.874397
1292,29.217302
1293,27.198668
1294,28.526243
1295,24.950628
1296,28.602264
1297,28.47412
1298,29.260937
1299,29.194506
1300,29.515942
1301,29.113068
1302,26.161554
1303,24.718042
1304,28.59861
1305,22.412775
1306,28.577944
1307,27.733831
1308,29.139978
1309,26.850266
1310,28.672173
1311,29.174526
1312,25.464066
1313,26.80633
1314,29.160727
1315,28.65965
1316,29.443977
1317,27.262236
1318,29.143772
1319,25.99334
1320,27.923367
1321,30.023348
1322,29.905552
1323,27.450706
1324,26.904896
1325,24.367527
1326,29.11465
1327,20.580198
1328,29.491085
1329,27.462751
1330,27.96565
1331,28.942432
1332,25.597836
1333,28.350704
1334,29.173542
1335,29.657543
1336,29.578928
1337,27.52955
1338,27.170416
1339,28.680634
1340,27.560429
1341,29.561146
1342,25.484753
1343,22.93531
1344,29.402079
1345,29.271952
1346,28.555986
1347,28.742052
1348,26.062794
1349,28.748075
1350,27.780897
1351,27.337072
1352,29.493456
1353,28.740967
1354,23.600374
1355,22.930609
1356,27.538671
1357,29.366117
1358,29.511187
1359,27.097374
1360,26.79421
1361,24.241316
1362,29.629356
1363,28.95548
1364,29.156277
1365,26.830029
1366,29.41669
1367,27.853432
1368,28.030626
1369,29.32469
1370,26.165667
1371,29.510448
1372,28.369644
1373,25.383312
1374,25.858437
1375,28.60562
1376,28.110435
1377,29.433308
1378,27.936472
1379,27.823772
1380,29.011515
1381,27.799704
1382,28.32303
1383,26.911388
1384,27.76255
1385,28.240215
1386,28.96589
1387,26.9611
1388,25.401606
1389,29.308508
1390,28.693254
1391,27.857115
1392,28.902918
1393,29.503185
1394,28.922018
1395,29.222137
1396,27.231962
1397,27.7968
1398,29.489414
1399,30.384228
1400,28.551409
1401,25.16337
1402,28.872623
1403,28.723026
1404,28.973532
1405,26.834929
1406,24.783236
1407,24.912308
1408,29.024887
1409,29.983665
1410,29.039885
1411,26.728764
1412,27.57802
1413,29.395664
1414,29.331839
1415,27.532696
1416,25.972656
1417,28.179855
1418,26.149063
1419,24.104385
1420,28.373756
1421,21.845165
1422,26.658213
1423,24.951864
1424,22.77559
1425,29.306486
1426,27.409828
1427,27.79567
1428,25.493694
1429,29.647816
1430,27.572386
1431,29.273342
1432,22.307985
1433,26.423246
1434,29.411118
1435,26.420637
1436,29.202282
1437,28.755987
1438,25.007593
1439,29.10292
1440,24.991007
1441,28.544235
1442,26.487415
1443,29.358633
1444,28.115465
1445,27.46531
1446,27.571045
1447,30.093384
1448,30.021284
1449,29.703403
1450,29.691
1451,29.291151
1452,29.070013
1453,29.09174
1454,25.059193
1455,29.005062
1456,27.50826
1457,25.523708
1458,24.827341
1459,23.316574
1460,28.9164
1461,25.032566
1462,27.244095
1463,27.618086
1464,28.79498
1465,28.811049
1466,23.776236
1467,27.528307
1468,29.221191
1469,25.273876
1470,29.084005
1471,29.086458
1472,29.25049
1473,23.59615
1474,29.992996
1475,29.063631
1476,29.439837
1477,29.028484
1478,29.640808
1479,25.215616
1480,29.708723
1481,27.976614
1482,23.086287
1483,26.40406
1484,24.953772
1485,26.056452
1486,27.636766
1487,29.181856
1488,30.218338
1489,30.374084
1490,24.438025
1491,30.072378
1492,28.858776
1493,28.163456
1494,28.809027
1495,25.552183
1496,26.655657
1497,30.05873
1498,27.639904
1499,29.672417
1500,28.689411
1501,24.9544
1502,27.389076
1503,26.892052
1504,29.324629
1505,24.81246
1506,29.473288
1507,27.677465
1508,28.710285
1509,27.786139
1510,27.584978
1511,28.613428
1512,28.40558
1513,29.480143
1514,27.671854
1515,28.410393
1516,27.796581
1517,28.45641
1518,28.874512
1519,25.908895
1520,26.924698
1521,28.527298
1522,26.511106
1523,24.408815
1524,24.42803
1525,29.292776
1526,27.349205
1527,26.632307
1528,27.551645
1529,25.501509
1530,29.607292
1531,28.393072
1532,27.411678
1533,25.802452
1534,23.221281
1535,27.656384
1536,29.634954
1537,22.965357
1538,29.19097
1539,27.047686
1540,29.37418
1541,26.197166
1542,26.839539
1543,27.213942
1544,28.49991
1545,26.651
1546,29.339916
1547,29.79218
1548,29.636637
1549,27.50821
1550,29.779572
1551,29.196606
1552,29.26623
1553,29.211061
1554,27.370445
1555,28.428047
1556,29.023901
1557,25.518738
1558,29.203499
1559,23.27738
1560,28.70968
1561,28.125164
1562,25.473644
1563,26.517824
1564,25.98315
1565,28.31683
1566,28.18735
1567,29.166704
1568,27.974443
1569,29.465418
1570,23.59746
1571,29.512459
1572,28.235718
1573,29.651913
1574,29.804234
1575,29.342302
1576,27.097197
1577,28.511057
1578,25.984745
1579,25.671741
1580,27.195438
1581,29.845497
1582,27.983803
1583,29.282715
1584,27.886436
1585,29.577284
1586,28.778816
1587,29.868387
1588,28.624294
1589,27.85712
1590,25.476013
1591,27.069712
1592,28.882658
1593,26.670181
1594,28.13112
1595,21.04593
1596,29.736395
1597,30.03263
1598,25.014252
1599,28.977364
1600,29.210932
1601,27.499914
1602,28.740416
1603,27.526808
1604,26.479652
1605,24.50217
1606,29.198868
1607,24.682076
1608,28.242603
1609,28.333181
1610,29.517244
1611,29.43341
1612,28.822218
1613,27.977255
1614,27.35552
1615,28.508865
1616,28.901762
1617,26.697752
1618,29.662144
1619,29.613802
1620,27.801931
1621,27.014368
1622,27.2134
1623,27.707373
1624,25.131218
1625,27.541384
1626,25.591902
1627,25.45732
1628,29.57805
1629,27.201843
1630,28.898346
1631,27.267324
1632,29.739906
1633,24.30144
1634,28.102888
1635,28.847458
1636,26.138647
1637,29.071943
1638,28.875511
1639,26.309505
1640,27.578098
1641,29.792994
1642,27.781248
1643,28.744186
1644,23.695019
1645,25.882433
1646,27.609621
1647,29.257538
1648,28.968016
1649,27.85846
1650,27.709873
1651,27.798468
1652,24.120016
1653,27.091892
1654,28.03674
1655,26.72974
1656,29.517471
1657,26.580767
1658,28.34809
1659,29.077038
1660,26.397947
1661,27.510206
1662,24.418907
1663,29.142893
1664,27.015535
1665,27.808271
1666,26.930822
1667,26.04344
1668,28.839716
1669,28.669641
1670,28.60012
1671,26.91418
1672,29.220171
1673,28.10993
1674,28.568047
1675,28.125828
1676,29.8465
1677,28.147926
1678,27.165077
1679,28.838594
1680,27.721806
1681,28.90255
1682,29.584188
1683,29.70414
1684,28.238377
1685,28.12316
1686,29.890257
1687,26.78871
1688,26.422327
1689,30.65071
1690,27.434357
1691,29.05316
1692,23.46367
1693,28.129288
1694,27.960476
1695,28.3992
1696,29.483868
1697,29.169868
1698,28.606133
1699,26.253754
1700,29.279953
1701,27.259645
1702,29.560541
1703,23.736597
1704,28.77058
1705,29.335104
1706,24.033154
1707,28.644781
1708,29.086332
1709,27.851856
1710,28.97601
1711,25.489737
1712,27.46084
1713,28.541119
1714,27.750021
1715,26.83045
1716,29.28523
1717,25.02455
1718,28.767302
1719,22.901243
1720,29.366621
1721,26.95632
1722,27.69068
1723,27.96524
1724,27.24236
1725,27.789162
1726,28.777151
1727,27.458866
1728,29.07054
1729,21.785006
1730,26.69846
1731,28.336906
1732,20.184774
1733,28.818987
1734,25.095089
1735,26.774267
1736,24.057617
1737,28.553228
1738,29.105373
1739,29.657309
1740,26.93388
1741,24.631418
1742,25.795773
1743,29.430279
1744,29.221905
1745,28.814417
1746,27.319439
1747,29.994194
1748,27.09952
1749,28.32062
1750,24.513834
1751,27.443748
1752,29.218592
1753,27.789488
1754,29.192722
1755,27.959032
1756,28.096113
1757,29.659971
1758,27.491821
1759,28.515951
1760,26.762032
1761,29.7328
1762,26.571833
1763,29.088703
1764,29.56284
1765,28.311901
1766,27.993904
1767,27.127882
1768,24.168617
1769,28.459604
1770,22.790873
1771,28.496943
1772,30.153181
1773,26.817032
1774,29.278334
1775,26.78841
1776,26.7739
1777,23.79687
1778,29.808895
1779,29.041733
1780,23.750195
1781,26.784098
1782,28.643711
1783,25.521952
1784,26.18161
1785,29.424261
1786,27.747715
1787,25.768904
1788,26.872524
1789,26.553026
1790,27.3591
1791,28.86743
1792,27.695131
1793,27.74077
1794,28.119318
1795,25.148947
1796,27.303556
1797,29.979462
1798,27.660378
1799,23.673155
1800,29.688303
1801,29.165077
1802,29.452467
1803,29.33575
1804,29.576694
1805,27.914566
1806,29.48876
1807,28.945187
1808,27.252445
1809,29.1711
1810,29.197634
1811,27.198196
1812,22.927118
1813,24.891705
1814,29.405594
1815,27.040356
1816,26.940657
1817,26.194256
1818,27.466944
1819,28.81443
1820,25.280872
1821,28.282446
1822,29.103466
1823,22.928434
1824,27.346582
1825,29.9948
1826,26.221416
1827,23.509912
1828,26.700994
1829,25.807644
1830,26.341341
1831,25.966894
1832,27.9521
1833,30.131449
1834,30.21796
1835,27.049927
1836,24.783876
1837,24.893564
1838,24.420897
1839,25.47709
1840,28.140312
1841,25.17195
1842,25.771105
1843,25.72274
1844,24.32588
1845,23.156944
1846,29.250294
1847,29.052216
1848,25.439348
1849,26.36648
1850,29.709686
1851,27.242216
1852,29.359402
1853,29.81506
1854,29.876472
1855,25.038887
1856,29.32268
1857,24.603128
1858,28.061605
1859,29.921701
1860,24.789349
1861,29.521326
1862,29.564445
1863,24.269157
1864,27.865147
1865,25.840355
1866,28.250826
1867,21.539198
1868,29.54372
1869,26.053045
1870,27.40941
1871,26.156927
1872,29.483322
1873,24.108517
